device_id,brand,model,original_price,release_year,purchase_year,age_months,num_defects,defect_ids,defect_names,has_screen_damage,has_water_damage,has_battery_issue,has_physical_damage,has_critical_defect,total_severity_score,avg_severity_score,total_repair_cost,condition_score,condition_grade,base_price_after_depreciation,resale_price
DEV_00708,HP,EliteBook 840,95990,2022,2024,4,2,"SCR001,PHY002","Cracked Screen,Back Panel Damage",1,0,0,1,1,14,7.0,6500,2.92,F,91190,39300
DEV_00709,Samsung,Galaxy Note 20,79999,2020,2021,40,3,"BAT001,DSP001,KEY001","Battery Drain,Display Flickering,Keyboard Malfunction",1,0,1,0,0,18,6.0,8500,4.37,D,49332,22700
DEV_00710,Dell,XPS 13,99990,2022,2024,5,1,BAT002,Battery Swelling,0,0,1,0,1,10,10.0,3000,0.36,F,93740,33000
DEV_00711,HP,Pavilion 15,58990,2022,2024,3,2,"SCR002,CAM001","Screen Scratch,Camera Defect",1,0,0,0,0,8,4.0,3000,5.88,C,56777,38000
DEV_00712,Apple,iPhone 11,54900,2019,2023,18,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.33,A,43920,45000
DEV_00713,Samsung,Galaxy A54,38999,2023,2023,15,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.57,A,32174,31500
DEV_00714,Samsung,Galaxy Book Pro,89990,2021,2021,46,1,SCR002,Screen Scratch,1,0,0,0,0,3,3.0,0,6.95,C,50994,42100
DEV_00715,OnePlus,OnePlus 10 Pro,66999,2022,2021,43,4,"OVR001,CHG001,SCR002,WTR001","Overheating,Charging Port Issue,Screen Scratch,Water Damage",1,1,0,0,1,26,6.5,11500,3.04,D,39641,7600
DEV_00716,Apple,iPhone SE,42500,2020,2021,47,3,"OVR001,BTN001,PHY001","Overheating,Button Damage,Physical Dent",0,0,0,1,1,15,5.0,5000,4.65,D,23729,12500
DEV_00717,Apple,MacBook Air M2,119900,2022,2023,19,2,"BAT001,AUD001","Battery Drain,Audio Issues",0,0,1,0,0,10,5.0,4000,5.49,C,94920,59700
DEV_00718,Samsung,Galaxy Z Fold 4,159999,2022,2024,1,1,CAM001,Camera Defect,0,0,0,0,0,5,5.0,3000,5.27,C,157999,114200
DEV_00719,Samsung,Galaxy Z Fold 4,159999,2022,2023,19,1,HNG001,Broken Hinge,0,0,0,1,0,7,7.0,3500,3.1,D,126665,76900
DEV_00720,Apple,iPhone 12,65900,2020,2024,8,4,"PHY002,BAT002,BAT001,CHG001","Back Panel Damage,Battery Swelling,Battery Drain,Charging Port Issue",0,0,1,1,1,26,6.5,9500,3.03,D,59310,14400
DEV_00721,Apple,iPhone 13,79900,2021,2021,39,1,BAT002,Battery Swelling,0,0,1,0,1,10,10.0,3000,0.25,F,49937,17000
DEV_00722,Apple,MacBook Air M2,119900,2022,2022,29,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.87,A,84929,84100
DEV_00723,HP,EliteBook 840,95990,2022,2024,8,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.32,A,86391,81600
DEV_00724,Apple,iPhone 11,54900,2019,2022,26,1,OVR001,Overheating,0,0,0,0,1,8,8.0,2000,2.35,F,40260,23400
DEV_00725,Dell,Inspiron 15,54990,2021,2024,12,1,SCR001,Cracked Screen,1,0,0,0,1,9,9.0,4000,0.68,F,46741,20800
DEV_00726,Lenovo,IdeaPad Slim 3,42990,2021,2021,37,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.73,A,27585,28600
DEV_00727,OnePlus,OnePlus Nord 3,33999,2023,2021,37,1,SCR002,Screen Scratch,1,0,0,0,0,3,3.0,0,7.17,B,21816,17600
DEV_00728,Apple,MacBook Pro 14,194900,2021,2024,6,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.28,A,180282,177000
DEV_00729,Apple,iPhone 11,54900,2019,2022,25,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.87,A,40717,41400
DEV_00730,Apple,MacBook Pro 14,194900,2021,2021,38,1,SCR001,Cracked Screen,1,0,0,0,1,9,9.0,4000,0.73,F,123436,57200
DEV_00731,OnePlus,OnePlus 11,56999,2023,2023,15,1,WTR001,Water Damage,0,1,0,0,1,10,10.0,8000,0.0,F,47024,12700
DEV_00732,Samsung,Galaxy Z Fold 4,159999,2022,2023,23,1,DSP001,Display Flickering,1,0,0,0,0,6,6.0,3500,3.57,D,121332,75200
DEV_00733,HP,EliteBook 840,95990,2022,2024,1,1,BAT002,Battery Swelling,0,0,1,0,1,10,10.0,3000,0.49,F,94790,32600
DEV_00734,HP,Envy 13,84990,2021,2021,39,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.88,A,53118,51400
DEV_00735,HP,EliteBook 840,95990,2022,2024,2,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.25,A,93590,87900
DEV_00736,Apple,MacBook Pro 14,194900,2021,2021,46,2,"BTN001,PHY001","Button Damage,Physical Dent",0,0,0,1,0,7,3.5,3000,6.76,C,110443,78000
DEV_00737,Lenovo,ThinkPad X1,124990,2022,2023,17,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.62,A,101033,96800
DEV_00738,HP,Envy 13,84990,2021,2022,30,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.06,A,59492,58400
DEV_00739,Samsung,Galaxy Book Pro,89990,2021,2022,27,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.17,A,65242,61900
DEV_00740,Samsung,Galaxy Book Pro,89990,2021,2021,38,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.4,A,56993,53700
DEV_00741,OnePlus,OnePlus Nord 3,33999,2023,2024,6,2,"CAM001,HNG001","Camera Defect,Broken Hinge",0,0,0,1,0,12,6.0,6500,4.03,D,31449,16500
DEV_00742,Samsung,Galaxy S23 Ultra,124999,2023,2021,38,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.28,A,79166,75900
DEV_00743,Samsung,Galaxy Book2 360,109990,2022,2021,43,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.51,A,65077,67100
DEV_00744,OnePlus,OnePlus 10 Pro,66999,2022,2022,29,1,AUD001,Audio Issues,0,0,0,0,0,4,4.0,1500,6.04,C,47457,36000
DEV_00745,Dell,Latitude 5420,75990,2021,2022,32,1,OVR001,Overheating,0,0,0,0,1,8,8.0,2000,1.77,F,51926,28500
DEV_00746,Apple,iPhone 11,54900,2019,2023,16,2,"AUD001,PHY001","Audio Issues,Physical Dent",0,0,0,1,0,8,4.0,3500,6.46,C,44835,32300
DEV_00747,OnePlus,OnePlus 11,56999,2023,2023,17,0,NONE,NONE,0,0,0,0,0,0,0.0,0,10.0,A,46074,44900
DEV_00748,Dell,Latitude 5420,75990,2021,2024,6,2,"AUD001,WTR001","Audio Issues,Water Damage",0,1,0,0,1,14,7.0,9500,2.97,F,70290,19500
DEV_00749,Samsung,Galaxy A54,38999,2023,2021,47,1,CHG001,Charging Port Issue,0,0,0,0,0,5,5.0,1500,5.41,C,21774,15600
DEV_00750,Apple,iPhone 12,65900,2020,2022,29,1,CHG001,Charging Port Issue,0,0,0,0,0,5,5.0,1500,5.04,C,46679,32300
DEV_00751,OnePlus,OnePlus 11,56999,2023,2023,18,1,AUD001,Audio Issues,0,0,0,0,0,4,4.0,1500,5.74,C,45599,36800
DEV_00752,Samsung,Galaxy Book Pro,89990,2021,2023,16,1,WTR001,Water Damage,0,1,0,0,1,10,10.0,8000,0.0,F,73491,21100
DEV_00753,Apple,iPhone 14 Pro,129900,2022,2023,20,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.67,A,101755,98400
DEV_00754,HP,EliteBook 840,95990,2022,2022,33,1,BAT001,Battery Drain,0,0,1,0,0,6,6.0,2500,4.07,D,64793,43500
DEV_00755,Samsung,Galaxy S23 Ultra,124999,2023,2024,4,1,PHY001,Physical Dent,0,0,0,1,0,4,4.0,2000,5.82,C,118749,94800
DEV_00756,Lenovo,IdeaPad Slim 3,42990,2021,2022,30,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.72,A,30092,31200
DEV_00757,Samsung,Galaxy Z Fold 4,159999,2022,2022,29,1,WTR001,Water Damage,0,1,0,0,1,10,10.0,8000,0.0,F,113332,31500
DEV_00758,Apple,iPhone 11,54900,2019,2024,5,1,SCR001,Cracked Screen,1,0,0,0,1,9,9.0,4000,0.71,F,51468,24900
DEV_00759,HP,Pavilion 15,58990,2022,2022,32,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.78,A,40309,41900
DEV_00760,Samsung,Galaxy A54,38999,2023,2023,16,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.27,A,31849,31000
DEV_00761,OnePlus,OnePlus Nord 3,33999,2023,2023,23,1,PHY002,Back Panel Damage,0,0,0,1,0,5,5.0,2500,5.27,C,25782,19100
DEV_00762,Samsung,Galaxy Z Fold 4,159999,2022,2022,29,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.7,A,113332,108300
DEV_00763,Apple,iPhone SE,42500,2020,2023,22,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.78,A,32583,32700
DEV_00764,Dell,Latitude 5420,75990,2021,2024,1,1,AUD001,Audio Issues,0,0,0,0,0,4,4.0,1500,6.0,C,75040,59600
DEV_00765,Samsung,Galaxy A54,38999,2023,2024,10,1,DSP001,Display Flickering,1,0,0,0,0,6,6.0,3500,4.12,D,34124,23400
DEV_00766,OnePlus,OnePlus 10 Pro,66999,2022,2022,36,1,PHY002,Back Panel Damage,0,0,0,1,0,5,5.0,2500,4.6,D,43549,30800
DEV_00767,Apple,iPhone 12,65900,2020,2023,21,1,BAT002,Battery Swelling,0,0,1,0,1,10,10.0,3000,0.09,F,51072,18700
DEV_00768,Samsung,Galaxy A54,38999,2023,2023,21,2,"AUD001,BAT002","Audio Issues,Battery Swelling",0,0,1,0,1,14,7.0,4500,3.5,D,30224,10800
DEV_00769,HP,Envy 13,84990,2021,2023,22,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.91,A,65158,67800
DEV_00770,OnePlus,OnePlus 11,56999,2023,2022,33,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.61,A,38474,37700
DEV_00771,HP,EliteBook 840,95990,2022,2024,10,1,DSP001,Display Flickering,1,0,0,0,0,6,6.0,3500,3.63,D,83991,52800
DEV_00772,OnePlus,OnePlus 10 Pro,66999,2022,2022,30,1,BTN001,Button Damage,0,0,0,1,0,3,3.0,1000,7.21,B,46899,40500
DEV_00773,Dell,XPS 13,99990,2022,2024,2,1,CAM001,Camera Defect,0,0,0,0,0,5,5.0,3000,4.63,D,97490,73000
DEV_00774,Dell,Latitude 5420,75990,2021,2022,27,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.62,A,55092,53400
DEV_00775,Samsung,Galaxy Z Fold 4,159999,2022,2021,40,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.27,A,98666,97500
DEV_00776,Apple,iPhone 12,65900,2020,2024,4,2,"BAT002,WTR001","Battery Swelling,Water Damage",0,1,1,0,1,20,10.0,11000,0.15,F,62605,9100
DEV_00777,Apple,MacBook Pro 14,194900,2021,2021,41,1,KEY001,Keyboard Malfunction,0,0,0,0,0,6,6.0,2500,4.46,D,118564,80700
DEV_00778,HP,Pavilion 15,58990,2022,2024,11,2,"PHY002,BTN001","Back Panel Damage,Button Damage",0,0,0,1,0,8,4.0,3500,5.76,C,50878,35700
DEV_00779,HP,Envy 13,84990,2021,2023,21,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.21,A,65867,62300
DEV_00780,Samsung,Galaxy A54,38999,2023,2024,7,1,BTN001,Button Damage,0,0,0,1,0,3,3.0,1000,6.82,C,35586,29900
DEV_00781,Apple,MacBook Pro 14,194900,2021,2021,39,1,PHY002,Back Panel Damage,0,0,0,1,0,5,5.0,2500,4.59,D,121812,82400
DEV_00782,Apple,iPhone 13,79900,2021,2021,45,1,OVR001,Overheating,0,0,0,0,1,8,8.0,2000,2.13,F,45942,25700
DEV_00783,Samsung,Galaxy S23 Ultra,124999,2023,2024,7,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.66,A,114061,111300
DEV_00784,HP,EliteBook 840,95990,2022,2022,32,1,PHY001,Physical Dent,0,0,0,1,0,4,4.0,2000,5.99,C,65593,50600
DEV_00785,HP,EliteBook 840,95990,2022,2024,8,1,BTN001,Button Damage,0,0,0,1,0,3,3.0,1000,7.29,B,86391,69700
DEV_00786,Samsung,Galaxy Book2 360,109990,2022,2024,11,3,"DSP001,BAT001,BTN001","Display Flickering,Battery Drain,Button Damage",1,0,1,1,0,15,5.0,7000,4.53,D,94866,50100
DEV_00787,HP,Pavilion 15,58990,2022,2021,49,1,WTR001,Water Damage,0,1,0,0,1,10,10.0,8000,0.0,F,31952,8700
DEV_00788,Samsung,Galaxy Note 20,79999,2020,2022,26,2,"PHY001,BTN001","Physical Dent,Button Damage",0,0,0,1,0,7,3.5,3000,6.61,C,58665,44000
DEV_00789,Samsung,Galaxy Z Fold 4,159999,2022,2021,49,4,"KEY001,WTR001,PHY002,SCR001","Keyboard Malfunction,Water Damage,Back Panel Damage,Cracked Screen",1,1,0,1,1,30,7.5,17000,2.13,F,86666,11600
DEV_00790,Samsung,Galaxy Book2 360,109990,2022,2021,45,1,BAT002,Battery Swelling,0,0,1,0,1,10,10.0,3000,0.0,F,63244,21100
DEV_00791,OnePlus,OnePlus Nord 3,33999,2023,2022,28,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.96,A,24365,24500
DEV_00792,Dell,XPS 13,99990,2022,2023,19,4,"PHY002,WTR001,BTN001,AUD001","Back Panel Damage,Water Damage,Button Damage,Audio Issues",0,1,0,1,1,22,5.5,13000,4.65,D,79158,18100
DEV_00793,Lenovo,ThinkPad X1,124990,2022,2023,16,1,OVR001,Overheating,0,0,0,0,1,8,8.0,2000,1.86,F,102075,59500
DEV_00794,HP,Envy 13,84990,2021,2024,1,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.86,A,83927,87400
DEV_00795,Apple,iPhone SE,42500,2020,2021,46,1,WTR001,Water Damage,0,1,0,0,1,10,10.0,8000,0.26,F,24083,6900
DEV_00796,Samsung,Galaxy S23 Ultra,124999,2023,2022,28,1,CAM001,Camera Defect,0,0,0,0,0,5,5.0,3000,4.66,D,89582,66300
DEV_00797,HP,EliteBook 840,95990,2022,2022,36,1,BAT002,Battery Swelling,0,0,1,0,1,10,10.0,3000,0.06,F,62393,21300
DEV_00798,Samsung,Galaxy S23 Ultra,124999,2023,2022,35,2,"CHG001,BTN001","Charging Port Issue,Button Damage",0,0,0,1,0,8,4.0,2500,5.8,C,82291,54000
DEV_00799,Lenovo,IdeaPad Slim 3,42990,2021,2024,8,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.4,A,38691,39500
DEV_00800,Samsung,Galaxy Z Fold 4,159999,2022,2021,45,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.02,A,91999,93400
DEV_00801,Apple,iPhone 13,79900,2021,2021,40,1,BAT001,Battery Drain,0,0,1,0,0,6,6.0,2500,3.6,D,49271,33100
DEV_00802,Apple,iPhone 11,54900,2019,2021,41,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.14,A,33397,32200
DEV_00803,Samsung,Galaxy A54,38999,2023,2024,5,2,"PHY002,OVR001","Back Panel Damage,Overheating",0,0,0,1,1,13,6.5,4500,3.48,D,36561,18200
DEV_00804,Apple,iPhone 13,79900,2021,2021,42,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.22,A,47940,46500
DEV_00805,OnePlus,OnePlus 11,56999,2023,2024,8,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.29,A,51299,47800
DEV_00806,OnePlus,OnePlus 11,56999,2023,2023,24,1,BTN001,Button Damage,0,0,0,1,0,3,3.0,1000,7.45,B,42749,34600
DEV_00807,HP,Envy 13,84990,2021,2021,39,1,BTN001,Button Damage,0,0,0,1,0,3,3.0,1000,6.71,C,53118,46300
DEV_00808,Samsung,Galaxy Z Fold 4,159999,2022,2021,47,1,CHG001,Charging Port Issue,0,0,0,0,0,5,5.0,1500,5.4,C,89332,66200
DEV_00809,Apple,iPhone 14 Pro,129900,2022,2023,16,1,SCR002,Screen Scratch,1,0,0,0,0,3,3.0,0,6.95,C,106085,85400
DEV_00810,Samsung,Galaxy Book2 360,109990,2022,2022,36,1,PHY002,Back Panel Damage,0,0,0,1,0,5,5.0,2500,5.1,C,71493,51100
DEV_00811,Samsung,Galaxy A54,38999,2023,2024,5,3,"PHY001,BTN001,KEY001","Physical Dent,Button Damage,Keyboard Malfunction",0,0,0,1,0,13,4.33,5500,5.31,C,36561,20600
DEV_00812,Lenovo,IdeaPad Slim 3,42990,2021,2024,7,1,PHY002,Back Panel Damage,0,0,0,1,0,5,5.0,2500,5.41,C,39228,29400
DEV_00813,Samsung,Galaxy A54,38999,2023,2021,47,1,BTN001,Button Damage,0,0,0,1,0,3,3.0,1000,6.64,C,21774,18600
DEV_00814,Apple,iPhone 14 Pro,129900,2022,2024,7,1,BTN001,Button Damage,0,0,0,1,0,3,3.0,1000,7.14,B,118533,95800
DEV_00815,HP,Pavilion 15,58990,2022,2021,43,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.85,A,34902,35700
DEV_00816,HP,EliteBook 840,95990,2022,2024,9,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.5,A,85191,86700
DEV_00817,HP,Pavilion 15,58990,2022,2021,38,1,BAT002,Battery Swelling,0,0,1,0,1,10,10.0,3000,0.0,F,37360,13500
DEV_00818,OnePlus,OnePlus 10 Pro,66999,2022,2021,43,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.27,A,39641,40300
DEV_00819,Apple,iPhone 14 Pro,129900,2022,2022,25,1,KEY001,Keyboard Malfunction,0,0,0,0,0,6,6.0,2500,4.24,D,96342,65500
DEV_00820,Samsung,Galaxy S22,72999,2022,2024,5,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.81,A,68436,71100
DEV_00821,Apple,MacBook Pro 14,194900,2021,2021,40,1,SCR002,Screen Scratch,1,0,0,0,0,3,3.0,0,6.9,C,120188,97500
DEV_00822,OnePlus,OnePlus 11,56999,2023,2024,8,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.66,A,51299,51900
DEV_00823,Lenovo,ThinkPad X1,124990,2022,2024,7,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.6,A,114053,107600
DEV_00824,Apple,iPhone 11,54900,2019,2021,43,1,PHY002,Back Panel Damage,0,0,0,1,0,5,5.0,2500,5.26,C,32482,24300
DEV_00825,Apple,iPhone 14 Pro,129900,2022,2021,49,1,CAM001,Camera Defect,0,0,0,0,0,5,5.0,3000,4.72,D,70362,48700
DEV_00826,OnePlus,OnePlus 11,56999,2023,2022,26,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.26,A,41799,41600
DEV_00827,HP,Pavilion 15,58990,2022,2021,37,2,"KEY001,DSP001","Keyboard Malfunction,Display Flickering",1,0,0,0,0,12,6.0,6000,4.16,D,37851,20000
DEV_00828,Samsung,Galaxy Book Pro,89990,2021,2021,37,1,CHG001,Charging Port Issue,0,0,0,0,0,5,5.0,1500,5.38,C,57743,42200
DEV_00829,Apple,iPhone 14 Pro,129900,2022,2022,25,2,"SCR001,OVR001","Cracked Screen,Overheating",1,0,0,0,1,17,8.5,6000,1.31,F,96342,35400
DEV_00830,Samsung,Galaxy Note 20,79999,2020,2022,31,2,"OVR001,KEY001","Overheating,Keyboard Malfunction",0,0,0,0,1,14,7.0,4500,3.45,D,55332,28600
DEV_00831,OnePlus,OnePlus Nord 3,33999,2023,2021,49,1,BTN001,Button Damage,0,0,0,1,0,3,3.0,1000,6.83,C,18416,15300
DEV_00832,Dell,XPS 13,99990,2022,2021,39,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.86,A,62493,59100
DEV_00833,Dell,Latitude 5420,75990,2021,2021,38,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.2,A,48127,45100
DEV_00834,Dell,XPS 13,99990,2022,2023,23,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.5,A,75825,73200
DEV_00835,Apple,iPhone SE,42500,2020,2024,10,1,BTN001,Button Damage,0,0,0,1,0,3,3.0,1000,7.31,B,37187,31100
DEV_00836,HP,Pavilion 15,58990,2022,2021,37,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.19,A,37851,36000
DEV_00837,Lenovo,IdeaPad Slim 3,42990,2021,2022,32,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.72,A,29376,29200
DEV_00838,Lenovo,ThinkPad X1,124990,2022,2023,17,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.27,A,101033,101400
DEV_00839,Samsung,Galaxy Note 20,79999,2020,2024,6,1,KEY001,Keyboard Malfunction,0,0,0,0,0,6,6.0,2500,4.37,D,73999,50600
DEV_00840,Samsung,Galaxy Note 20,79999,2020,2023,19,1,OVR001,Overheating,0,0,0,0,1,8,8.0,2000,2.29,F,63332,36800
DEV_00841,HP,Pavilion 15,58990,2022,2023,18,2,"PHY001,HNG001","Physical Dent,Broken Hinge",0,0,0,1,0,11,5.5,5500,4.65,D,47192,27600
DEV_00842,Dell,Inspiron 15,54990,2021,2024,8,4,"WTR001,PHY002,BAT001,AUD001","Water Damage,Back Panel Damage,Battery Drain,Audio Issues",0,1,1,1,1,25,6.25,14500,3.83,D,49491,9700
DEV_00843,Samsung,Galaxy Book Pro,89990,2021,2021,37,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.33,A,57743,57200
DEV_00844,Samsung,Galaxy Note 20,79999,2020,2022,33,2,"BAT001,CHG001","Battery Drain,Charging Port Issue",0,0,1,0,0,11,5.5,4000,4.92,D,53999,32700
DEV_00845,Apple,iPhone 14 Pro,129900,2022,2021,49,2,"PHY002,PHY001","Back Panel Damage,Physical Dent",0,0,0,1,0,9,4.5,4500,5.18,C,70362,43400
DEV_00846,HP,Pavilion 15,58990,2022,2023,20,2,"SCR002,CAM001","Screen Scratch,Camera Defect",1,0,0,0,0,8,4.0,3000,6.0,C,46208,33300
DEV_00847,HP,EliteBook 840,95990,2022,2024,8,1,BAT001,Battery Drain,0,0,1,0,0,6,6.0,2500,4.11,D,86391,60000
DEV_00848,Lenovo,ThinkPad X1,124990,2022,2023,24,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.81,A,93742,92900
DEV_00849,Samsung,Galaxy Book Pro,89990,2021,2022,32,3,"PHY001,WTR001,AUD001","Physical Dent,Water Damage,Audio Issues",0,1,0,1,1,18,6.0,11500,3.61,D,61493,15000
DEV_00850,Dell,Inspiron 15,54990,2021,2022,28,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.62,A,39409,37800
DEV_00851,Lenovo,IdeaPad Slim 3,42990,2021,2023,19,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.98,A,34033,33400
DEV_00852,Apple,iPhone 12,65900,2020,2024,5,1,PHY001,Physical Dent,0,0,0,1,0,4,4.0,2000,5.95,C,61781,48800
DEV_00853,Apple,MacBook Air M2,119900,2022,2023,23,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.35,A,90924,90000
DEV_00854,Samsung,Galaxy Book2 360,109990,2022,2021,39,1,CAM001,Camera Defect,0,0,0,0,0,5,5.0,3000,5.32,C,68743,50100
DEV_00855,Apple,iPhone 14 Pro,129900,2022,2022,30,1,DSP001,Display Flickering,1,0,0,0,0,6,6.0,3500,3.66,D,90930,61700
DEV_00856,Dell,Inspiron 15,54990,2021,2023,16,1,PHY002,Back Panel Damage,0,0,0,1,0,5,5.0,2500,5.29,C,44908,32900
DEV_00857,HP,Pavilion 15,58990,2022,2022,28,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.06,A,42276,39600
DEV_00858,Samsung,Galaxy Note 20,79999,2020,2022,31,2,"SCR001,PHY001","Cracked Screen,Physical Dent",1,0,0,1,1,13,6.5,6000,3.69,D,55332,26700
DEV_00859,Apple,MacBook Air M2,119900,2022,2024,9,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.83,A,106411,104200
DEV_00860,Samsung,Galaxy Z Fold 4,159999,2022,2024,11,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.96,A,137999,144500
DEV_00861,Apple,iPhone 12,65900,2020,2023,16,2,"AUD001,BTN001","Audio Issues,Button Damage",0,0,0,1,0,7,3.5,2500,6.83,C,53818,40600
DEV_00862,Samsung,Galaxy A54,38999,2023,2023,14,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.59,A,32499,32600
DEV_00863,OnePlus,OnePlus 10 Pro,66999,2022,2021,41,2,"BTN001,BAT001","Button Damage,Battery Drain",0,0,1,1,0,9,4.5,3500,5.41,C,40757,27500
DEV_00864,Apple,iPhone 14 Pro,129900,2022,2022,27,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.57,A,94177,94900
DEV_00865,Samsung,Galaxy Note 20,79999,2020,2022,36,1,BAT002,Battery Swelling,0,0,1,0,1,10,10.0,3000,0.18,F,51999,18100
DEV_00866,Samsung,Galaxy A54,38999,2023,2021,42,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.88,A,23399,23600
DEV_00867,OnePlus,OnePlus Nord 3,33999,2023,2023,19,2,"CHG001,SCR002","Charging Port Issue,Screen Scratch",1,0,0,0,0,8,4.0,1500,6.14,C,26915,19100
DEV_00868,Lenovo,ThinkPad X1,124990,2022,2022,30,1,BAT002,Battery Swelling,0,0,1,0,1,10,10.0,3000,0.2,F,87493,31000
DEV_00869,Samsung,Galaxy Book Pro,89990,2021,2022,32,1,BAT001,Battery Drain,0,0,1,0,0,6,6.0,2500,3.64,D,61493,41200
DEV_00870,Apple,iPhone SE,42500,2020,2023,17,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.67,A,34354,34000
DEV_00871,Samsung,Galaxy Book Pro,89990,2021,2022,26,1,CHG001,Charging Port Issue,0,0,0,0,0,5,5.0,1500,5.03,C,65992,46300
DEV_00872,Dell,Latitude 5420,75990,2021,2024,5,2,"OVR001,PHY002","Overheating,Back Panel Damage",0,0,0,1,1,13,6.5,4500,3.3,D,71240,36800
DEV_00873,Apple,iPhone SE,42500,2020,2023,23,2,"DSP001,BAT001","Display Flickering,Battery Drain",1,0,1,0,0,12,6.0,6000,3.61,D,32229,16500
DEV_00874,Samsung,Galaxy Note 20,79999,2020,2024,11,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.84,A,68999,66900
DEV_00875,Apple,iPhone SE,42500,2020,2024,2,2,"WTR001,SCR002","Water Damage,Screen Scratch",1,1,0,0,1,13,6.5,8000,3.95,D,41437,12800
DEV_00876,Dell,Inspiron 15,54990,2021,2021,38,1,PHY002,Back Panel Damage,0,0,0,1,0,5,5.0,2500,5.05,C,34827,24400
DEV_00877,Apple,iPhone SE,42500,2020,2021,39,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.82,A,26562,27600
DEV_00878,Dell,Inspiron 15,54990,2021,2023,13,4,"HNG001,SCR001,DSP001,BAT002","Broken Hinge,Cracked Screen,Display Flickering,Battery Swelling",1,0,1,1,1,32,8.0,14000,2.07,F,46283,6800
DEV_00879,OnePlus,OnePlus 11,56999,2023,2024,8,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.2,A,51299,50700
DEV_00880,HP,Envy 13,84990,2021,2024,2,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.29,A,82865,81000
DEV_00881,HP,EliteBook 840,95990,2022,2022,33,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.62,A,64793,61600
DEV_00882,Lenovo,IdeaPad Slim 3,42990,2021,2024,1,1,BTN001,Button Damage,0,0,0,1,0,3,3.0,1000,7.44,B,42452,34500
